salary_id,employee_id,salary,change_reason,effective_date
16545,3758,39912,Bonus,01-01-2021
16546,3758,49857,Increment,01-01-2022
16547,3758,47446,Bonus,01-01-2023
16548,3758,30886,Promotion,01-01-2024
16549,3759,107283,Increment,01-01-2019
16550,3759,105585,Increment,01-01-2020
16551,3759,124156,Bonus,01-01-2021
16552,3759,102623,Promotion,01-01-2022
16553,3759,106452,Promotion,01-01-2023
16554,3759,124091,Promotion,01-01-2024
16555,3760,37448,Bonus,01-01-2019
16556,3760,53272,Promotion,01-01-2020
16557,3760,44864,Promotion,01-01-2021
16558,3760,28872,Promotion,01-01-2022
16559,3760,31754,Increment,01-01-2023
16560,3760,29831,Promotion,01-01-2024
16561,3761,106513,Promotion,01-01-2019
16562,3761,95165,Increment,01-01-2020
16563,3761,119149,Increment,01-01-2021
16564,3761,95868,Increment,01-01-2022
16565,3761,116607,Bonus,01-01-2023
16566,3761,102691,Increment,01-01-2024
16567,3762,105859,Bonus,01-01-2019
16568,3762,119392,Bonus,01-01-2020
16569,3762,109195,Increment,01-01-2021
16570,3762,111695,Bonus,01-01-2022
16571,3762,121118,Increment,01-01-2023
16572,3762,124110,Increment,01-01-2024
16573,3763,58202,Promotion,01-01-2019
16574,3763,51960,Promotion,01-01-2020
16575,3763,56236,Promotion,01-01-2021
16576,3763,46809,Bonus,01-01-2022
16577,3763,37957,Promotion,01-01-2023
16578,3763,46871,Increment,01-01-2024
16579,3764,31325,Increment,01-01-2019
16580,3764,45982,Bonus,01-01-2020
16581,3764,44155,Increment,01-01-2021
16582,3764,44631,Increment,01-01-2022
16583,3764,38566,Bonus,01-01-2023
16584,3764,47950,Bonus,01-01-2024
16585,3765,56834,Promotion,01-01-2019
16586,3765,45606,Bonus,01-01-2020
16587,3765,36435,Promotion,01-01-2021
16588,3765,51803,Bonus,01-01-2022
16589,3765,50066,Increment,01-01-2023
16590,3765,41229,Increment,01-01-2024
16591,3766,70199,Promotion,01-01-2019
16592,3766,63013,Promotion,01-01-2020
16593,3766,70154,Bonus,01-01-2021
16594,3766,54489,Increment,01-01-2022
16595,3766,55659,Increment,01-01-2023
16596,3766,73209,Promotion,01-01-2024
16597,3767,101262,Increment,01-01-2019
16598,3767,102167,Promotion,01-01-2020
16599,3767,105021,Promotion,01-01-2021
16600,3767,101960,Promotion,01-01-2022
16601,3767,121316,Bonus,01-01-2023
16602,3767,111663,Promotion,01-01-2024
16603,3768,61198,Bonus,01-01-2019
16604,3768,43590,Promotion,01-01-2020
16605,3768,56901,Increment,01-01-2021
16606,3768,55613,Promotion,01-01-2022
16607,3768,42510,Promotion,01-01-2023
16608,3768,53067,Bonus,01-01-2024
16609,3769,128438,Bonus,01-01-2019
16610,3769,121466,Promotion,01-01-2020
16611,3769,113012,Bonus,01-01-2021
16612,3769,128177,Increment,01-01-2022
16613,3769,124120,Increment,01-01-2023
16614,3769,121125,Promotion,01-01-2024
16615,3770,76720,Bonus,01-01-2019
16616,3770,96238,Bonus,01-01-2020
16617,3770,83500,Increment,01-01-2021
16618,3770,90216,Bonus,01-01-2022
16619,3770,91632,Bonus,01-01-2023
16620,3770,96527,Bonus,01-01-2024
16621,3771,129964,Promotion,01-01-2019
16622,3771,132039,Bonus,01-01-2020
16623,3771,114751,Increment,01-01-2021
16624,3771,126147,Increment,01-01-2022
16625,3771,121997,Promotion,01-01-2023
16626,3771,116123,Bonus,01-01-2024
16627,3772,67822,Bonus,01-01-2019
16628,3772,67785,Promotion,01-01-2020
16629,3772,75101,Promotion,01-01-2021
16630,3772,86008,Increment,01-01-2022
16631,3772,76944,Promotion,01-01-2023
16632,3772,73068,Promotion,01-01-2024
16633,3773,41514,Bonus,01-01-2019
16634,3773,39048,Promotion,01-01-2020
16635,3773,35747,Promotion,01-01-2021
16636,3773,42403,Promotion,01-01-2022
16637,3773,44879,Increment,01-01-2023
16638,3773,44516,Promotion,01-01-2024
16639,3774,83271,Promotion,01-01-2019
16640,3774,91343,Promotion,01-01-2020
16641,3774,77050,Increment,01-01-2021
16642,3774,89929,Increment,01-01-2022
16643,3774,84413,Increment,01-01-2023
16644,3774,77625,Increment,01-01-2024
16645,3775,56580,Increment,01-01-2019
16646,3775,44862,Increment,01-01-2020
16647,3775,36160,Promotion,01-01-2021
16648,3775,38027,Bonus,01-01-2022
16649,3775,53570,Promotion,01-01-2023
16650,3775,48268,Promotion,01-01-2024
16651,3776,124981,Bonus,01-01-2019
16652,3776,129218,Increment,01-01-2020
16653,3776,123665,Increment,01-01-2021
16654,3776,110233,Promotion,01-01-2022
16655,3776,113121,Increment,01-01-2023
16656,3776,126770,Promotion,01-01-2024
16657,3777,65038,Increment,01-01-2019
16658,3777,66483,Promotion,01-01-2020
16659,3777,54051,Increment,01-01-2021
16660,3777,63876,Increment,01-01-2022
16661,3777,61125,Promotion,01-01-2023
16662,3777,52243,Bonus,01-01-2024
16663,3778,94310,Promotion,01-01-2019
16664,3778,88958,Bonus,01-01-2020
16665,3778,109180,Promotion,01-01-2021
16666,3778,90620,Promotion,01-01-2022
16667,3778,96330,Increment,01-01-2023
16668,3778,98332,Promotion,01-01-2024
16669,3779,103852,Increment,01-01-2019
16670,3779,89147,Bonus,01-01-2020
16671,3779,102146,Promotion,01-01-2021
16672,3779,98512,Promotion,01-01-2022
16673,3779,106314,Bonus,01-01-2023
16674,3779,101249,Bonus,01-01-2024
16675,3780,42910,Increment,01-01-2019
16676,3780,34897,Bonus,01-01-2020
16677,3780,32748,Bonus,01-01-2021
16678,3780,36826,Increment,01-01-2022
16679,3780,42033,Promotion,01-01-2023
16680,3780,47326,Increment,01-01-2024
16681,3781,99223,Promotion,01-01-2019
16682,3781,114104,Bonus,01-01-2020
16683,3781,115335,Bonus,01-01-2021
16684,3781,115672,Bonus,01-01-2022
16685,3781,118094,Bonus,01-01-2023
16686,3781,111135,Promotion,01-01-2024
16687,3782,29050,Promotion,01-01-2019
16688,3782,25093,Increment,01-01-2020
16689,3782,47927,Increment,01-01-2021
16690,3782,40189,Increment,01-01-2022
16691,3782,25262,Bonus,01-01-2023
16692,3782,42217,Increment,01-01-2024
16693,3783,104131,Promotion,01-01-2019
16694,3783,122573,Promotion,01-01-2020
16695,3783,107420,Promotion,01-01-2021
16696,3783,119463,Increment,01-01-2022
16697,3783,127643,Bonus,01-01-2023
16698,3783,110874,Increment,01-01-2024
16699,3784,124842,Promotion,01-01-2019
16700,3784,131311,Increment,01-01-2020
16701,3784,122376,Promotion,01-01-2021
16702,3784,133388,Bonus,01-01-2022
16703,3784,113814,Bonus,01-01-2023
16704,3784,118967,Promotion,01-01-2024
16705,3785,127976,Increment,01-01-2019
16706,3785,118547,Promotion,01-01-2020
16707,3785,125314,Promotion,01-01-2021
16708,3785,111419,Increment,01-01-2022
16709,3785,114187,Bonus,01-01-2023
16710,3785,117300,Promotion,01-01-2024
16711,3786,95064,Bonus,01-01-2019
16712,3786,104477,Increment,01-01-2020
16713,3786,107897,Promotion,01-01-2021
16714,3786,102803,Promotion,01-01-2022
16715,3786,108692,Increment,01-01-2023
16716,3786,105202,Increment,01-01-2024
16717,3787,95194,Promotion,01-01-2019
16718,3787,85509,Increment,01-01-2020
16719,3787,90295,Bonus,01-01-2021
16720,3787,96740,Increment,01-01-2022
16721,3787,93946,Increment,01-01-2023
16722,3787,84261,Promotion,01-01-2024
16723,3788,95299,Increment,01-01-2019
16724,3788,100147,Promotion,01-01-2020
16725,3788,108595,Increment,01-01-2021
16726,3788,93752,Bonus,01-01-2022
16727,3788,95877,Promotion,01-01-2023
16728,3788,98643,Bonus,01-01-2024
16729,3789,44147,Promotion,01-01-2019
16730,3789,38075,Increment,01-01-2020
16731,3789,48458,Promotion,01-01-2021
16732,3789,32995,Promotion,01-01-2022
16733,3789,35939,Bonus,01-01-2023
16734,3789,43234,Promotion,01-01-2024
16735,3790,87462,Bonus,01-01-2019
16736,3790,87591,Promotion,01-01-2020
16737,3790,87509,Promotion,01-01-2021
16738,3790,83961,Promotion,01-01-2022
16739,3790,75279,Bonus,01-01-2023
16740,3790,78125,Promotion,01-01-2024
16741,3791,80907,Promotion,01-01-2019
16742,3791,98948,Bonus,01-01-2020
16743,3791,101232,Increment,01-01-2021
16744,3791,101417,Promotion,01-01-2022
16745,3791,92176,Bonus,01-01-2023
16746,3791,96221,Bonus,01-01-2024
16747,3792,95143,Increment,01-01-2019
16748,3792,102166,Increment,01-01-2020
16749,3792,117343,Increment,01-01-2021
16750,3792,100515,Bonus,01-01-2022
16751,3792,116555,Bonus,01-01-2023
16752,3792,98974,Increment,01-01-2024
16753,3793,81145,Bonus,01-01-2019
16754,3793,99291,Bonus,01-01-2020
16755,3793,82312,Bonus,01-01-2021
16756,3793,90164,Increment,01-01-2022
16757,3793,98715,Promotion,01-01-2023
16758,3793,88232,Bonus,01-01-2024
16759,3794,87081,Promotion,01-01-2019
16760,3794,100282,Increment,01-01-2020
16761,3794,107604,Increment,01-01-2021
16762,3794,100633,Increment,01-01-2022
16763,3794,110790,Increment,01-01-2023
16764,3794,97863,Bonus,01-01-2024
16765,3795,49223,Promotion,01-01-2019
16766,3795,48929,Promotion,01-01-2020
16767,3795,34361,Increment,01-01-2021
16768,3795,31616,Promotion,01-01-2022
16769,3795,35468,Increment,01-01-2023
16770,3795,43935,Increment,01-01-2024
16771,3796,124409,Promotion,01-01-2019
16772,3796,128675,Increment,01-01-2020
16773,3796,123569,Promotion,01-01-2021
16774,3796,113854,Bonus,01-01-2022
16775,3796,112192,Increment,01-01-2023
16776,3796,127832,Bonus,01-01-2024
16777,3797,96716,Increment,01-01-2019
16778,3797,96364,Increment,01-01-2020
16779,3797,88305,Promotion,01-01-2021
16780,3797,99372,Bonus,01-01-2022
16781,3797,91163,Bonus,01-01-2023
16782,3797,95855,Promotion,01-01-2024
16783,3798,67921,Increment,01-01-2019
16784,3798,75386,Promotion,01-01-2020
16785,3798,60932,Increment,01-01-2021
16786,3798,77024,Bonus,01-01-2022
16787,3798,75560,Bonus,01-01-2023
16788,3798,61869,Promotion,01-01-2024
16789,3799,96840,Promotion,01-01-2019
16790,3799,99229,Bonus,01-01-2020
16791,3799,112729,Promotion,01-01-2021
16792,3799,116101,Promotion,01-01-2022
16793,3799,102744,Promotion,01-01-2023
16794,3799,97291,Increment,01-01-2024
16795,3800,53275,Promotion,01-01-2019
16796,3800,37983,Promotion,01-01-2020
16797,3800,45456,Bonus,01-01-2021
16798,3800,44968,Promotion,01-01-2022
16799,3800,41403,Increment,01-01-2023
16800,3800,36059,Bonus,01-01-2024
16801,3801,68693,Bonus,01-01-2019
16802,3801,83832,Promotion,01-01-2020
16803,3801,66452,Bonus,01-01-2021
16804,3801,86083,Increment,01-01-2022
16805,3801,87289,Increment,01-01-2023
16806,3801,66875,Bonus,01-01-2024
16807,3802,129796,Promotion,01-01-2019
16808,3802,127761,Bonus,01-01-2020
16809,3802,111905,Bonus,01-01-2021
16810,3802,127580,Promotion,01-01-2022
16811,3802,105034,Increment,01-01-2023
16812,3802,114692,Promotion,01-01-2024
16813,3803,107186,Bonus,01-01-2019
16814,3803,94018,Promotion,01-01-2020
16815,3803,95154,Bonus,01-01-2021
16816,3803,85212,Bonus,01-01-2022
16817,3803,90342,Promotion,01-01-2023
16818,3803,84486,Bonus,01-01-2024
16819,3804,94419,Increment,01-01-2019
16820,3804,93426,Bonus,01-01-2020
16821,3804,90482,Increment,01-01-2021
16822,3804,88663,Increment,01-01-2022
16823,3804,98537,Promotion,01-01-2023
16824,3804,86347,Bonus,01-01-2024
16825,3805,83549,Bonus,01-01-2019
16826,3805,66324,Increment,01-01-2020
16827,3805,78170,Increment,01-01-2021
16828,3805,79407,Promotion,01-01-2022
16829,3805,73324,Promotion,01-01-2023
16830,3805,70421,Bonus,01-01-2024
16831,3806,33147,Bonus,01-01-2019
16832,3806,41261,Bonus,01-01-2020
16833,3806,42255,Promotion,01-01-2021
16834,3806,44926,Bonus,01-01-2022
16835,3806,30332,Promotion,01-01-2023
16836,3806,33764,Increment,01-01-2024
16837,3807,69040,Bonus,01-01-2019
16838,3807,62602,Increment,01-01-2020
16839,3807,58672,Promotion,01-01-2021
16840,3807,76961,Increment,01-01-2022
16841,3807,77256,Increment,01-01-2023
16842,3807,62928,Promotion,01-01-2024
16843,3808,39987,Increment,01-01-2019
16844,3808,54261,Bonus,01-01-2020
16845,3808,50619,Promotion,01-01-2021
16846,3808,50184,Promotion,01-01-2022
16847,3808,50793,Bonus,01-01-2023
16848,3808,49681,Bonus,01-01-2024
16849,3809,71484,Increment,01-01-2019
16850,3809,69573,Promotion,01-01-2020
16851,3809,80320,Promotion,01-01-2021
16852,3809,64893,Promotion,01-01-2022
16853,3809,61225,Promotion,01-01-2023
16854,3809,78681,Increment,01-01-2024
16855,3810,103206,Increment,01-01-2019
16856,3810,126868,Increment,01-01-2020
16857,3810,122794,Bonus,01-01-2021
16858,3810,125608,Promotion,01-01-2022
16859,3810,119672,Bonus,01-01-2023
16860,3810,111542,Increment,01-01-2024
16861,3811,75774,Increment,01-01-2019
16862,3811,88817,Bonus,01-01-2020
16863,3811,89477,Promotion,01-01-2021
16864,3811,77381,Promotion,01-01-2022
16865,3811,79636,Bonus,01-01-2023
16866,3811,78628,Promotion,01-01-2024
16867,3812,65036,Increment,01-01-2019
16868,3812,57731,Increment,01-01-2020
16869,3812,78734,Bonus,01-01-2021
16870,3812,75394,Promotion,01-01-2022
16871,3812,58002,Bonus,01-01-2023
16872,3812,78404,Increment,01-01-2024
16873,3813,28880,Promotion,01-01-2019
16874,3813,31814,Promotion,01-01-2020
16875,3813,30729,Promotion,01-01-2021
16876,3813,38113,Bonus,01-01-2022
16877,3813,26748,Increment,01-01-2023
16878,3813,26552,Increment,01-01-2024
16879,3814,55988,Increment,01-01-2019
16880,3814,62061,Bonus,01-01-2020
16881,3814,54330,Bonus,01-01-2021
16882,3814,46420,Bonus,01-01-2022
16883,3814,48564,Bonus,01-01-2023
16884,3814,46976,Bonus,01-01-2024
16885,3815,69275,Promotion,01-01-2019
16886,3815,74685,Increment,01-01-2020
16887,3815,67070,Promotion,01-01-2021
16888,3815,76701,Bonus,01-01-2022
16889,3815,68837,Bonus,01-01-2023
16890,3815,72408,Bonus,01-01-2024
16891,3816,96768,Promotion,01-01-2019
16892,3816,106520,Promotion,01-01-2020
16893,3816,89675,Promotion,01-01-2021
16894,3816,95456,Promotion,01-01-2022
16895,3816,86531,Promotion,01-01-2023
16896,3816,91193,Increment,01-01-2024
16897,3817,57316,Increment,01-01-2019
16898,3817,55909,Promotion,01-01-2020
16899,3817,48472,Promotion,01-01-2021
16900,3817,49497,Increment,01-01-2022
16901,3817,50395,Increment,01-01-2023
16902,3817,56208,Bonus,01-01-2024
16903,3818,41070,Increment,01-01-2019
16904,3818,27034,Promotion,01-01-2020
16905,3818,26460,Increment,01-01-2021
16906,3818,30381,Promotion,01-01-2022
16907,3818,35106,Bonus,01-01-2023
16908,3818,25834,Increment,01-01-2024
16909,3819,116576,Promotion,01-01-2019
16910,3819,127273,Increment,01-01-2020
16911,3819,111499,Promotion,01-01-2021
16912,3819,134453,Increment,01-01-2022
16913,3819,110930,Increment,01-01-2023
16914,3819,124779,Increment,01-01-2024
16915,3820,81891,Promotion,01-01-2019
16916,3820,100927,Increment,01-01-2020
16917,3820,100506,Bonus,01-01-2021
16918,3820,93197,Bonus,01-01-2022
16919,3820,77062,Increment,01-01-2023
16920,3820,79048,Increment,01-01-2024
16921,3821,110644,Bonus,01-01-2019
16922,3821,119333,Promotion,01-01-2020
16923,3821,110796,Promotion,01-01-2021
16924,3821,106934,Increment,01-01-2022
16925,3821,118792,Bonus,01-01-2023
16926,3821,115044,Increment,01-01-2024
16927,3822,63058,Promotion,01-01-2019
16928,3822,51317,Promotion,01-01-2020
16929,3822,57399,Increment,01-01-2021
16930,3822,44875,Bonus,01-01-2022
16931,3822,54306,Promotion,01-01-2023
16932,3822,60230,Increment,01-01-2024
16933,3823,104930,Promotion,01-01-2019
16934,3823,92322,Promotion,01-01-2020
16935,3823,93526,Promotion,01-01-2021
16936,3823,100359,Increment,01-01-2022
16937,3823,107897,Promotion,01-01-2023
16938,3823,93457,Increment,01-01-2024
16939,3824,92162,Increment,01-01-2019
16940,3824,87204,Increment,01-01-2020
16941,3824,96042,Increment,01-01-2021
16942,3824,85853,Increment,01-01-2022
16943,3824,88718,Increment,01-01-2023
16944,3824,86051,Promotion,01-01-2024
16945,3825,112617,Promotion,01-01-2019
16946,3825,122724,Bonus,01-01-2020
16947,3825,118418,Increment,01-01-2021
16948,3825,113345,Bonus,01-01-2022
16949,3825,102035,Promotion,01-01-2023
16950,3825,117454,Increment,01-01-2024
16951,3826,50570,Bonus,01-01-2019
16952,3826,68848,Promotion,01-01-2020
16953,3826,60213,Bonus,01-01-2021
16954,3826,54064,Bonus,01-01-2022
16955,3826,55403,Bonus,01-01-2023
16956,3826,68870,Bonus,01-01-2024
16957,3827,47768,Increment,01-01-2019
16958,3827,37506,Increment,01-01-2020
16959,3827,43602,Increment,01-01-2021
16960,3827,27541,Bonus,01-01-2022
16961,3827,35337,Increment,01-01-2023
16962,3827,32316,Bonus,01-01-2024
16963,3828,100213,Increment,01-01-2019
16964,3828,118465,Increment,01-01-2020
16965,3828,116716,Promotion,01-01-2021
16966,3828,108561,Increment,01-01-2022
16967,3828,109243,Promotion,01-01-2023
16968,3828,106943,Increment,01-01-2024
16969,3829,107189,Promotion,01-01-2019
16970,3829,106029,Bonus,01-01-2020
16971,3829,98128,Bonus,01-01-2021
16972,3829,107437,Bonus,01-01-2022
16973,3829,109148,Bonus,01-01-2023
16974,3829,95798,Bonus,01-01-2024
16975,3830,107464,Increment,01-01-2019
16976,3830,125615,Bonus,01-01-2020
16977,3830,125970,Promotion,01-01-2021
16978,3830,128348,Promotion,01-01-2022
16979,3830,118698,Promotion,01-01-2023
16980,3830,128669,Promotion,01-01-2024
16981,3831,71398,Promotion,01-01-2019
16982,3831,80014,Promotion,01-01-2020
16983,3831,67261,Bonus,01-01-2021
16984,3831,83682,Promotion,01-01-2022
16985,3831,76301,Increment,01-01-2023
16986,3831,86433,Promotion,01-01-2024
16987,3832,84305,Promotion,01-01-2019
16988,3832,102847,Promotion,01-01-2020
16989,3832,99923,Increment,01-01-2021
16990,3832,95617,Bonus,01-01-2022
16991,3832,84533,Bonus,01-01-2023
16992,3832,103985,Promotion,01-01-2024
16993,3833,64395,Increment,01-01-2019
16994,3833,74497,Bonus,01-01-2020
16995,3833,77380,Increment,01-01-2021
16996,3833,81131,Promotion,01-01-2022
16997,3833,58464,Increment,01-01-2023
16998,3833,66194,Bonus,01-01-2024
16999,3834,76768,Promotion,01-01-2019
17000,3834,72327,Promotion,01-01-2020
17001,3834,77692,Increment,01-01-2021
17002,3834,74735,Increment,01-01-2022
17003,3834,85238,Increment,01-01-2023
17004,3834,87583,Increment,01-01-2024
17005,3835,85713,Promotion,01-01-2019
17006,3835,69823,Increment,01-01-2020
17007,3835,79801,Bonus,01-01-2021
17008,3835,83818,Bonus,01-01-2022
17009,3835,80151,Promotion,01-01-2023
17010,3835,86252,Promotion,01-01-2024
17011,3836,49137,Bonus,01-01-2019
17012,3836,39352,Bonus,01-01-2020
17013,3836,33663,Bonus,01-01-2021
17014,3836,44486,Increment,01-01-2022
17015,3836,44761,Promotion,01-01-2023
17016,3836,42476,Increment,01-01-2024
17017,3837,87172,Bonus,01-01-2019
17018,3837,75622,Promotion,01-01-2020
17019,3837,70353,Promotion,01-01-2021
17020,3837,91812,Bonus,01-01-2022
17021,3837,88359,Increment,01-01-2023
17022,3837,71999,Bonus,01-01-2024
17023,3838,84372,Bonus,01-01-2019
17024,3838,66759,Promotion,01-01-2020
17025,3838,80701,Increment,01-01-2021
17026,3838,87842,Bonus,01-01-2022
17027,3838,87135,Increment,01-01-2023
17028,3838,70495,Increment,01-01-2024
17029,3839,111362,Promotion,01-01-2019
17030,3839,116085,Promotion,01-01-2020
17031,3839,110127,Bonus,01-01-2021
17032,3839,117107,Promotion,01-01-2022
17033,3839,104961,Bonus,01-01-2023
17034,3839,118693,Bonus,01-01-2024
17035,3840,99562,Bonus,01-01-2019
17036,3840,118845,Increment,01-01-2020
17037,3840,120213,Promotion,01-01-2021
17038,3840,108334,Promotion,01-01-2022
17039,3840,108776,Increment,01-01-2023
17040,3840,103344,Increment,01-01-2024
17041,3841,108586,Promotion,01-01-2019
17042,3841,101369,Bonus,01-01-2020
17043,3841,114690,Increment,01-01-2021
17044,3841,104678,Bonus,01-01-2022
17045,3841,116464,Increment,01-01-2023
17046,3841,96535,Bonus,01-01-2024
17047,3842,104341,Bonus,01-01-2019
17048,3842,103524,Increment,01-01-2020
17049,3842,102135,Increment,01-01-2021
17050,3842,93934,Promotion,01-01-2022
17051,3842,113074,Promotion,01-01-2023
17052,3842,113284,Promotion,01-01-2024
17053,3843,58202,Promotion,01-01-2019
17054,3843,52229,Promotion,01-01-2020
17055,3843,55540,Promotion,01-01-2021
17056,3843,60350,Increment,01-01-2022
17057,3843,62065,Promotion,01-01-2023
17058,3843,64371,Bonus,01-01-2024
17059,3844,62166,Increment,01-01-2019
17060,3844,59710,Increment,01-01-2020
17061,3844,52723,Promotion,01-01-2021
17062,3844,75194,Promotion,01-01-2022
17063,3844,52939,Promotion,01-01-2023
17064,3844,71393,Increment,01-01-2024
17065,3845,94054,Increment,01-01-2019
17066,3845,111002,Promotion,01-01-2020
17067,3845,96556,Increment,01-01-2021
17068,3845,96872,Promotion,01-01-2022
17069,3845,92108,Promotion,01-01-2023
17070,3845,103957,Promotion,01-01-2024
17071,3846,67280,Increment,01-01-2019
17072,3846,74175,Bonus,01-01-2020
17073,3846,64149,Bonus,01-01-2021
17074,3846,66745,Promotion,01-01-2022
17075,3846,67490,Promotion,01-01-2023
17076,3846,79023,Increment,01-01-2024
17077,3847,54911,Increment,01-01-2019
17078,3847,50304,Increment,01-01-2020
17079,3847,56025,Bonus,01-01-2021
17080,3847,66703,Promotion,01-01-2022
17081,3847,61230,Promotion,01-01-2023
17082,3847,54868,Increment,01-01-2024
17083,3848,78318,Promotion,01-01-2019
17084,3848,91055,Increment,01-01-2020
17085,3848,80777,Promotion,01-01-2021
17086,3848,86052,Increment,01-01-2022
17087,3848,82445,Promotion,01-01-2023
17088,3848,82266,Bonus,01-01-2024
17089,3849,44874,Bonus,01-01-2019
17090,3849,42391,Bonus,01-01-2020
17091,3849,55983,Increment,01-01-2021
17092,3849,48689,Promotion,01-01-2022
17093,3849,53561,Promotion,01-01-2023
17094,3849,49530,Increment,01-01-2024
17095,3850,101813,Bonus,01-01-2019
17096,3850,119740,Bonus,01-01-2020
17097,3850,122027,Increment,01-01-2021
17098,3850,116063,Bonus,01-01-2022
17099,3850,109096,Promotion,01-01-2023
17100,3850,100530,Increment,01-01-2024
17101,3851,41136,Promotion,01-01-2019
17102,3851,53762,Increment,01-01-2020
17103,3851,41567,Increment,01-01-2021
17104,3851,53754,Increment,01-01-2022
17105,3851,39933,Increment,01-01-2023
17106,3851,53873,Increment,01-01-2024
17107,3852,125633,Promotion,01-01-2019
17108,3852,119585,Increment,01-01-2020
17109,3852,119244,Increment,01-01-2021
17110,3852,115194,Increment,01-01-2022
17111,3852,110115,Bonus,01-01-2023
17112,3852,123631,Bonus,01-01-2024
17113,3853,88827,Promotion,01-01-2019
17114,3853,89262,Bonus,01-01-2020
17115,3853,98494,Promotion,01-01-2021
17116,3853,95971,Bonus,01-01-2022
17117,3853,94660,Promotion,01-01-2023
17118,3853,88281,Bonus,01-01-2024
17119,3854,47249,Bonus,01-01-2019
17120,3854,61431,Increment,01-01-2020
17121,3854,49034,Promotion,01-01-2021
17122,3854,54059,Promotion,01-01-2022
17123,3854,54323,Bonus,01-01-2023
17124,3854,46530,Increment,01-01-2024
17125,3855,77079,Bonus,01-01-2019
17126,3855,75125,Bonus,01-01-2020
17127,3855,65775,Promotion,01-01-2021
17128,3855,80548,Bonus,01-01-2022
17129,3855,79806,Promotion,01-01-2023
17130,3855,65735,Promotion,01-01-2024
17131,3856,123324,Promotion,01-01-2019
17132,3856,122426,Bonus,01-01-2020
17133,3856,123858,Promotion,01-01-2021
17134,3856,114302,Promotion,01-01-2022
17135,3856,105488,Bonus,01-01-2023
17136,3856,122489,Increment,01-01-2024
17137,3857,72229,Increment,01-01-2019
17138,3857,67236,Increment,01-01-2020
17139,3857,66773,Bonus,01-01-2021
17140,3857,67250,Promotion,01-01-2022
17141,3857,69967,Bonus,01-01-2023
17142,3857,63105,Promotion,01-01-2024
17143,3858,51853,Increment,01-01-2019
17144,3858,53449,Promotion,01-01-2020
17145,3858,64754,Promotion,01-01-2021
17146,3858,42300,Promotion,01-01-2022
17147,3858,45320,Bonus,01-01-2023
17148,3858,41918,Promotion,01-01-2024
17149,3859,77583,Promotion,01-01-2019
17150,3859,54542,Promotion,01-01-2020
17151,3859,63058,Increment,01-01-2021
17152,3859,77128,Bonus,01-01-2022
17153,3859,62124,Promotion,01-01-2023
17154,3859,55113,Bonus,01-01-2024
17155,3860,97901,Bonus,01-01-2019
17156,3860,109477,Bonus,01-01-2020
17157,3860,96357,Increment,01-01-2021
17158,3860,116207,Promotion,01-01-2022
17159,3860,109446,Bonus,01-01-2023
17160,3860,96583,Increment,01-01-2024
17161,3861,74983,Promotion,01-01-2019
17162,3861,76406,Promotion,01-01-2020
17163,3861,88629,Promotion,01-01-2021
17164,3861,86470,Promotion,01-01-2022
17165,3861,91525,Promotion,01-01-2023
17166,3861,76915,Increment,01-01-2024
17167,3862,73362,Bonus,01-01-2019
17168,3862,78829,Bonus,01-01-2020
17169,3862,71120,Bonus,01-01-2021
17170,3862,71891,Increment,01-01-2022
17171,3862,80044,Bonus,01-01-2023
17172,3862,86333,Promotion,01-01-2024
17173,3863,31455,Bonus,01-01-2019
17174,3863,30267,Promotion,01-01-2020
17175,3863,35826,Increment,01-01-2021
17176,3863,23627,Promotion,01-01-2022
17177,3863,35319,Promotion,01-01-2023
17178,3863,40768,Promotion,01-01-2024
17179,3864,65984,Promotion,01-01-2019
17180,3864,55364,Bonus,01-01-2020
17181,3864,58060,Increment,01-01-2021
17182,3864,65212,Increment,01-01-2022
17183,3864,67913,Increment,01-01-2023
17184,3864,62151,Increment,01-01-2024
17185,3865,74397,Bonus,01-01-2019
17186,3865,55549,Bonus,01-01-2020
17187,3865,55972,Bonus,01-01-2021
17188,3865,72869,Bonus,01-01-2022
17189,3865,79105,Increment,01-01-2023
17190,3865,70665,Promotion,01-01-2024
17191,3866,102712,Bonus,01-01-2019
17192,3866,122130,Bonus,01-01-2020
17193,3866,115792,Bonus,01-01-2021
17194,3866,119730,Bonus,01-01-2022
17195,3866,120199,Bonus,01-01-2023
17196,3866,104105,Promotion,01-01-2024
17197,3867,73765,Promotion,01-01-2019
17198,3867,53042,Bonus,01-01-2020
17199,3867,55160,Bonus,01-01-2021
17200,3867,70784,Increment,01-01-2022
17201,3867,49850,Bonus,01-01-2023
17202,3867,69792,Promotion,01-01-2024
17203,3868,68659,Promotion,01-01-2019
17204,3868,65089,Increment,01-01-2020
17205,3868,51004,Increment,01-01-2021
17206,3868,47183,Promotion,01-01-2022
17207,3868,63901,Increment,01-01-2023
17208,3868,45293,Promotion,01-01-2024
17209,3869,99791,Promotion,01-01-2019
17210,3869,103484,Bonus,01-01-2020
17211,3869,105064,Increment,01-01-2021
17212,3869,106227,Increment,01-01-2022
17213,3869,97031,Increment,01-01-2023
17214,3869,93058,Promotion,01-01-2024
17215,3870,91494,Promotion,01-01-2019
17216,3870,87739,Increment,01-01-2020
17217,3870,91879,Increment,01-01-2021
17218,3870,86040,Promotion,01-01-2022
17219,3870,83019,Increment,01-01-2023
17220,3870,88839,Bonus,01-01-2024
